key,subject,stage,win_num,electrode,time_index,window
epctl07_r_win_1_Fp1Ref,epctl07,R,1,Fp1Ref,11190,"-38.841286810773106,-72.62955783007182,-67.74169761584292,-74.37508993329483,-75.61700263719901,-82.03897764486477,-77.14656834334518,-72.1029473404171,-71.7906455908349,-70.84083444855673,-67.84879176897601,-69.03231223234147,-71.24440441457598,-70.12726786978766,-71.16852023687552,-72.48081283683858,-68.8371029442116,-65.22933803036375,-66.18342328903842,-66.96498888092403,-66.52476878360027,-70.37044266912763,-73.79135153509328,-73.27174219659625,-73.09943411836849,-72.86666392818664,-70.68838815209715,-69.5259277864206,-71.19541005565677,-74.15915431222322,-76.39158829879305,-79.3712482149067,-80.47284722172677,-77.38309864295942,-74.83957393634537,-73.55333414110972,-72.09430807527137,-70.76552604778502,-70.24890467650037,-69.71523739680612,-68.09738595100409,-67.1135194950239,-68.37025508798558,-70.1083220070082,-70.36038526241609,-72.06004084514736,-73.31756553964199,-74.22094034446427,-76.26392920279856,-75.61129727922517,-73.55088085590319,-73.51022980257133,-74.50875651777939,-73.34631800331076,-71.90994260701451,-70.9441921666605,-69.63993764401563,-67.83504194653915,-66.75637097166236,-66.3606782945583,-66.31083376092182,-67.5209565632167,-69.13830410925544,-70.52096805141011,-72.64835189839295,-74.39852722205029,-73.77308695820021,-70.40120530358992,-68.17203890752032,-67.46280859910523,-67.86047724329326,-71.34408826830798,-74.45208705897328,-76.20442596145298,-77.0039620768948,-76.91032885714547,-75.00255797670181,-72.97273558299818,-72.85523386816944,-73.66968220416838,-74.01026021668004,-72.45787977290578,-69.98609061719608,-68.25113884422798,-67.81407834360701,-67.26690459753529,-66.28505308310208,-66.85142987746163,-68.07819742999094,-68.35524576714099,-67.99920889248925,-68.62747812791797,-71.23125881257914,-72.81969410426775,-70.72651526613215,-67.87711339129423,-66.3836668765086,-66.50926917054007,-66.78717022424006,-66.77146811162106,-67.45038558906477,-68.18515684082313,-69.13857108897578,-69.89674613348761,-67.95749390132185,-65.88949871659302,-64.74964987145906,-63.14883936606658,-61.7817066396466,-60.633520214450925,-59.88194028469099,-61.70642888163789,-63.92539638428236,-63.739205926178336,-60.69372056211816,-56.57036006838465,-52.926852025213115,-52.11526567814426,-54.03690605361134,-58.202808564116005,-63.52690325826207,-68.10047460483152,-70.2763839444237,-68.66409427208251,-64.39286554812139,-58.863386562072996,-57.970655666296445,-62.09899872234163,-67.9608873958045,-74.62365657717982,-77.61196008274456,-77.15283195983179,-74.33083518824692,-68.8965643211687,-63.59139804023282,-58.531942634848455,-56.122678831791966,-57.903085345794906,-62.12220365620033,-65.49154114064683,-68.38937727229631,-70.25839025631085,-71.42273339535562,-70.83886848918866,-70.03753022796751,-70.50324719814449,-67.62212152453118,-64.16193348013788,-63.72877376862129,-65.42888561574327,-67.17921541885225,-66.60763321394596,-65.04113101290872,-66.31850801955164,-68.8946878629064,-68.8080416081524,-68.66252253183174,-69.71752414256473,-69.96416874835666,-69.05595865971277,-67.24695228550708,-66.1579031884136,-65.09720316102101,-63.62127915666071,-62.8168802087391,-61.94575896711391,-61.990868972411235,-62.12128425809083,-61.75199499152584,-62.592961632559444,-63.65612688089787,-64.43586833740738,-65.82225799755707,-66.07692512211266,-65.65510924233693,-65.93231122479561,-67.35461104279855,-69.29893701085564,-70.27125923521088,-70.19456379926018,-70.30278290694935,-71.89522197555615,-73.39404351502384,-72.28283656947293,-69.55443449008729,-66.54785012472314,-64.34319572866994,-61.52323974642309,-59.03234517470706,-57.96761116224721,-57.88768361418723,-59.7362083952758,-62.822077132103075,-64.39458117334037,-64.03667863356951,-61.951940869261165,-60.56872835437732,-60.09103031387812,-60.18879422095881,-60.52412752943083,-63.32205905327844,-66.88844940505494,-67.80535013797277,-67.89160377974234,-67.223768525404,-65.76453616109973,-63.00030107247422,-61.34849277621341,-62.02613930929961,-63.416709313992385,-63.712057555068924,-63.55439246088048,-65.27966300939902,-64.88127132009805,-63.63988270470707,-63.448000233855154,-63.56720169137576,-63.48713208540563,-63.072813314707616,-65.31940377278754,-69.96957639783824,-74.76577278809049,-78.02167893381946,-78.43200970074126,-78.82149271196347,-78.07646283393649,-76.76162633126532,-76.85022235689743,-76.74380212823537,-76.04155425906568,-75.87760584522061,-75.71749655858497,-75.14654692166208,-74.14872332409453,-72.85387451366933,-71.6439756090909,-70.50012389489578,-68.61807498210486,-67.61414179657015,-69.4118096909598,-72.30823411180322,-74.89660008807857,-75.7626735705679,-75.58562277159524,-75.03761265726764,-73.67465503161574,-72.11347237548792,-71.71256277748347,-71.21642926196601,-70.7778633399486,-71.77293812440149,-72.67827165140493,-72.4577794651826,-71.35775881039234,-69.53548347789801,-66.63414629369043,-64.55237281139745,-63.89108694004884,-63.47690504409081,-62.74905611514753,-62.49285400645339,-64.1018886942198,-67.43203874652033,-69.38363558571217,-70.94684315147079,-72.56378745943736,-73.22837333781203,-74.4940308389787,-75.01056900105306,-74.04063030335116,-73.21069218350907,-72.85657978150047,-72.86316175417912,-72.41829391121578,-71.22572382691976,-70.86367408788503,-69.3338955311187,-66.5591974354463,-64.29902546380275,-61.52191219487692,-59.75123206289938,-59.20794134535331,-59.37270346330818,-59.800327039802,-58.96783466507813,-58.054154579609104,-57.29596821584795,-56.56274603315613,-58.1072151719381,-59.43117114665579,-58.06079799560249,-56.14089439118797,-56.88191110565928,-59.372690737387416,-61.204213871608445,-61.593895653313886,-61.07811968927575,-60.33955222689562,-59.367453425058216,-59.903106960849485,-62.28601045805906,-65.37612092992234,-66.7698788222915,-66.40984845654786,-64.65489413142896,-62.07498974024118,-58.310482340695856,-56.959848331719165,-58.62236995078919,-61.26000852024953,-64.91837698887502,-67.28948583434872,-68.9736219356131,-69.47972889981004,-68.26780661679888,-65.362171708836,-61.78605874552278,-59.4731296791019,-60.22666836716243,-63.34985346764148,-66.89737174660259,-67.61122665865514,-69.26445886462047,-73.24812357643364,-72.75860435281012,-71.5734388681687,-70.63813601635799,-69.61697621305751,-67.53074971237355,-66.35474164835864,-68.19065079139699,-69.16940070993155,-67.45727773803377,-66.04232379338953,-65.1036243303251,-64.33785391640241,-63.99434183746128,-65.80466016254697,-69.70959768005655,-72.02281722398997,-72.06224717906038,-70.74977263855443,-69.78646844382514,-69.10031065128022,-68.5514429726626,-68.08829253934886,-67.32980964786103,-66.674232396277,-66.14075656180533,-65.58746485531384,-64.48802892817855,-64.10225060050037,-64.036230920867,-64.3678566981997,-65.28616707285443,-66.24925520867481,-66.45102417926846,-65.16033136698306,-65.87839837736672,-65.7457146875905,-64.85531170135475,-66.0726639645295,-67.37205642115842,-69.23337303481324,-71.62594301145504,-72.76688201845212,-72.38116568144066,-73.29099092112399,-73.29555189014685,-71.99993182596134,-70.97994956057269,-68.20842105817026,-65.50861746584282,-62.375853201068665,-61.04922307868099,-62.39856278436579,-66.13651864888219,-70.1516568065992,-70.66770208698229,-68.62096017696226,-64.52429487572267,-60.10255459798084,-58.536920173629696,-59.31308757022057,-61.55707045783627,-64.75216959521232,-65.08080009156109,-62.93791383965305,-61.72314544551058,-61.68484170275299,-62.618004912181846,-63.85272391046491,-64.42870153138057,-63.82943949416842,-62.085198319738765,-64.61515372466575,-64.7933979876076,-67.71832652194571,-63.402719200725855,-69.78736729665962"
epctl07_r_win_1_Fp2Ref,epctl07,R,1,Fp2Ref,11190,"-1.5993099037675398,-7.9387558919321455,-13.422948202177114,-13.095877117664825,-16.572502499298974,-24.45289207998257,-19.56442518355911,-11.933107762000366,-14.670864921779437,-14.014492616673415,-8.124142738730903,-10.848371838557183,-13.92241745596273,-10.330610382721723,-11.995380964789144,-18.051605284451334,-15.910718493420159,-12.189778749882937,-14.555702827254297,-13.512060076270258,-9.23784609358137,-11.844879355618053,-16.676444988972996,-15.251214800505059,-15.931120981119461,-18.037192233425287,-15.053782182926076,-12.243990072223024,-14.119989909799122,-16.71577768675775,-16.484597072679684,-20.134654847264287,-22.40482488101888,-18.51025350075348,-16.419194692869585,-16.582710818631497,-14.776905660955672,-12.890984138293758,-13.892698675949664,-14.381317753238855,-11.772497490479472,-11.530915586658299,-13.628054603007604,-15.41707784413539,-16.415194399002626,-19.085655257530338,-19.36803296605026,-18.24869112618861,-19.742512190487925,-17.677432903611898,-13.796743285516493,-14.048999150029134,-16.503612168802654,-17.267126188096025,-17.896056383492017,-18.814026616100676,-17.778525593619136,-15.593996051764135,-14.255327662871034,-12.13774313773587,-9.477240309193272,-10.140626928217133,-12.471105469626037,-14.49552884828787,-18.478331072718408,-22.45957674329699,-22.464807004764385,-18.98521136716483,-17.143476094084807,-16.476422155077078,-15.197594400083739,-17.195382563783124,-20.278739228220463,-21.242454975040467,-22.871940766551806,-24.863891409350522,-21.921892301673925,-18.71233743400538,-18.258970472569416,-18.731961327074377,-19.249999186138886,-18.593831787064556,-16.470468152143685,-12.720004258341445,-9.734499302121508,-8.1879191398648,-8.155698589470973,-11.134166531448754,-13.736581711015058,-14.33556214075674,-13.200538456370955,-12.507079776600913,-14.12332244797432,-15.655096234036055,-14.334758502360886,-12.467275232721706,-11.215953132076764,-9.535050569697864,-8.199574356051425,-8.89487239567946,-12.187098064275304,-16.057959777188913,-17.994135602840444,-16.963971356160393,-12.541587495580972,-7.530282326119722,-3.794605406121634,-3.640984233010116,-6.2748804952415735,-9.225536813032678,-11.348313535083067,-13.054559445988708,-11.621607428676588,-7.552346785348545,-3.1024246055336255,0.560135180246765,2.418959115886957,2.355233966563447,-0.29699931442857935,-4.547277699713943,-9.595621192591016,-14.738231910505203,-19.26035204528526,-19.836610741606705,-14.935343822997345,-8.723457898313079,-4.273994550643976,-2.7353927338047854,-5.527842259196826,-11.560399845287337,-16.407428772682714,-20.710489513869756,-22.55628014159382,-19.480968341567742,-14.89168108101931,-8.771707150851427,-2.98561207646127,-1.3301379792602923,-3.9737961143816265,-6.924754269900866,-9.677071482699505,-13.386614784572222,-16.45958223919218,-18.411688162859125,-20.677745033745254,-22.58177266049015,-20.973998412889983,-16.93263011988348,-12.978265894757394,-11.17624408718493,-11.406040485180762,-8.53097145808368,-5.352869300845948,-5.367246325900893,-6.098547405501329,-7.0998546732594825,-9.375845575459671,-13.014941200164765,-15.233772656187604,-15.456823457197624,-14.705926847288955,-13.48254986546263,-11.563078917480569,-7.870120489991979,-4.54307879784833,-2.6328174122054384,-2.397096118211163,-2.8533810268150686,-4.028153445542892,-7.758961146118834,-10.2776897369861,-10.667596645585363,-10.521163066098232,-9.191759040200461,-7.309885181125221,-6.505422004402967,-6.150233070796521,-7.92678382145918,-9.815534284493054,-10.388186381788355,-12.190599770921432,-14.370642865122239,-14.745628313718273,-13.059305856746873,-9.876422921929796,-6.8075208801202125,-4.422580867250544,-1.4920580647534372,0.649791541857185,0.7755624746267078,-0.6339715701180776,-2.4248786822043287,-5.335987688072756,-6.006645683663385,-4.480745560442229,-1.536203336143258,0.7223303408234637,0.4325394776946974,-0.39367699034642073,-0.20453626301813382,-1.0664233051697796,-2.586324536464782,-2.9664348416126063,-2.663997677216506,-1.8584774515170344,-0.5304399819509477,1.2850622389762287,2.039900770316398,1.1564349701832388,-0.20707643102340714,-2.019482721990851,-3.4716200033776063,-5.013506792878034,-4.1865363874554165,-2.1493014337912415,-1.2096084757116434,-1.0834687656095787,-0.6150669779581001,-0.6667992156646892,-5.0375059439963605,-11.022448163628697,-16.648231498010322,-20.929085313234896,-21.576332487671273,-20.43456270992303,-17.908556713837406,-15.062795990499398,-14.681705018674137,-14.665250392070359,-13.73876124743673,-13.665883917503942,-14.974593421204702,-15.771752410784853,-16.249013293705403,-15.477338077120613,-12.71603054757813,-9.75511178318043,-6.684655027654771,-4.477765249287502,-5.503653823620752,-8.88357471946479,-13.588660987684587,-16.50189095529156,-16.522904640399464,-16.403169825676727,-15.529425880972083,-14.126585564806607,-13.007114913210712,-12.651836525429605,-13.669823356222928,-14.197787336872613,-15.303049542735284,-15.881601125420381,-15.577700647115558,-14.997410999026785,-12.887821594060728,-10.615654509771392,-8.763547909953246,-5.252165582515254,-3.681686520784321,-4.545904040556735,-6.716520955788942,-10.893561138275578,-13.899488025553568,-16.4084363668512,-18.521119113711773,-18.78316799626647,-18.579709783359032,-18.379123400615132,-18.010766157316258,-17.470038691735517,-17.43006034870626,-17.431518847423828,-16.11398934846431,-14.909655633991504,-14.343426716224068,-13.196083639385174,-10.39066151304914,-6.908625253677751,-3.042033159153437,-0.5337398907792574,-0.30142981837778254,-0.9131937270864555,-2.7291907349841833,-3.0310521072165564,-2.1213928835954676,-1.0568800571210661,-0.6689129751358514,-0.25287121640025434,0.10756568286903288,2.1774556541473316,3.5406342026455935,2.1545285692636615,-0.17958436225077432,-2.687093318815386,-3.4192928463444647,-2.314194957797685,-0.19048163486753925,1.667038035160953,1.820926961396795,0.5331466605835936,-2.546343573490501,-5.4718897055318205,-6.625455825419901,-4.871054099367387,-1.2009080941526256,2.280157498672729,4.856654784253592,4.49749868695383,1.7519996455612492,-2.5649989985931483,-6.902884982742544,-10.31286068278747,-11.068185292183555,-8.6628052466703,-3.8559700152418657,0.908221959338264,3.3309725056230683,2.705646394962652,-0.9224463875686401,-5.6648288826611495,-10.111267709379828,-12.04760448570809,-11.218182111534691,-10.99134401402286,-9.538340073992998,-7.4068329141443785,-5.221265631995984,-2.639919443919505,-2.7581721939443766,-5.010630507443956,-5.704324136789878,-5.1609717673137965,-5.081417082961071,-4.557140396129735,-3.512063698719756,-2.9995074943827564,-3.8904214318280608,-7.064517155643839,-9.116283061698208,-9.528924260026582,-9.519367101466093,-9.548286891855499,-9.295412519866444,-7.645581022742457,-6.342025131337282,-5.56766268679326,-4.671802264542846,-4.448636308961222,-4.266576990403055,-3.5864403590336122,-4.453829236904553,-4.387155522113893,-4.476688235409303,-5.656296212166554,-6.5646098442713745,-5.963675768967019,-4.15976095558115,-4.4736916738876245,-5.201352182717296,-6.599728223669324,-8.95862598045118,-10.933953783359147,-11.099797437738184,-12.534648882443117,-13.670752045722677,-14.170104939093893,-15.451479087741575,-15.626515979915231,-15.976941847933013,-15.251581866843582,-12.382781199584048,-8.821116319524629,-4.378973476624664,-2.5171750969952913,-3.9207076222400037,-7.991470890477096,-12.660676097965135,-14.37914817174048,-12.716960640312767,-9.189767045868322,-5.108883785039923,-3.1502233525853245,-3.2097817247285514,-4.104591483812526,-6.828340272985798,-6.3134035673259294,-4.189490201931589,-4.262568807501367,-4.326118875319962,-4.745259731404343,-5.375489281925741,-6.0325419217919665,-4.768369207112672,-2.9367119346479655,-5.462002804103013,-8.206847779306093,-9.279505154163688,-8.666265089130462,-6.246657099381761"
epctl07_r_win_1_F3Ref,epctl07,R,1,F3Ref,11190,"-21.116636105270825,-41.233115106343945,-40.55638085716276,-42.51675926288409,-41.855046021430084,-46.10648561716133,-42.38158518563491,-38.71077771507627,-40.08762929861183,-40.235287244936785,-37.51225225759999,-38.178137068710114,-39.71291216173252,-37.18155075363545,-35.922004641255704,-35.50134635861405,-31.703203776888095,-29.21090055684157,-32.20803961833878,-34.633903875164016,-35.28126273554157,-38.114478301685786,-39.056879759708195,-36.22256834715443,-34.730012824352634,-35.34000641266039,-35.26842148679095,-36.22673638594764,-38.780204681225655,-40.13182018129099,-39.12944941053806,-39.49144343496298,-41.43704682564101,-41.12047528047377,-41.1093783189099,-41.33541015246489,-39.75530033466544,-38.107887938707385,-37.29679884408667,-36.72078168271466,-36.46825327707067,-38.4916465734031,-41.36464910330065,-41.719749440263556,-39.45775836829828,-38.65209297110528,-38.33985903827643,-39.81797953868582,-43.595284821183455,-45.766486639360856,-46.7863378963879,-46.659708167470356,-44.44268646354639,-39.58032871642979,-37.00357117438204,-37.095241477107024,-37.87109768891189,-39.65594264986335,-41.32977157769491,-42.25823757048638,-42.58188734669779,-42.85332117742988,-42.12676122144348,-40.208318865075334,-39.73293163055917,-40.29074968999744,-39.99187041508361,-38.62686949098298,-38.89293857338655,-39.834199632807056,-40.896742582420536,-42.93445551079983,-43.70266901609444,-43.766900233909574,-44.14098428208168,-45.14542917157784,-45.560809055381135,-44.484486088535576,-42.76584204581359,-40.174460317540785,-38.058491558855174,-37.452276898542216,-37.309378329123064,-37.43742510742619,-37.119849380991326,-36.290274569504824,-35.123246801799525,-34.354473985193735,-34.77948585244615,-35.71077536875609,-35.68957265196801,-35.925550334761,-37.34628973762413,-36.95722956279687,-34.79800429690632,-33.255318456396175,-33.48842678164557,-34.59945910765981,-35.454052113968864,-35.07811993951348,-34.43343601618808,-34.11249753020963,-34.415200968684616,-35.33817310967185,-35.05566454990543,-34.202850798144695,-31.901192292975942,-28.950098862255686,-26.964754023311894,-26.157306955967748,-27.415849553644797,-31.630265605383205,-34.949505076683295,-34.611199577220255,-31.338060023106365,-27.217469272128728,-24.834443287594507,-26.016029591508207,-29.677958260979274,-35.43032627994185,-40.13007579707436,-42.180798105491036,-41.886466133620395,-39.540297881193226,-36.39193142114184,-33.68495303305189,-34.9066057293186,-39.31739075128402,-44.223070708751386,-48.09391156132972,-47.925818218441314,-43.576945951675995,-37.80572213826139,-32.1901326022946,-28.406643359408726,-26.863211653082875,-28.264801020110955,-31.026096046055635,-34.61158087077651,-37.919174322396714,-39.76771515928484,-39.79475664993257,-37.45657216106981,-33.11238517233426,-29.36203916160734,-28.480119715931377,-27.730082098065797,-27.96212956308178,-30.531694393957313,-34.965426962083455,-39.3814536776298,-42.26673119453186,-43.71891926140103,-44.751816665597,-44.27942178516727,-40.28495012702077,-35.91488637398185,-33.607047516368326,-33.45717301452906,-34.70324848032475,-36.12632472182302,-37.12415915424554,-38.355739402972006,-39.265744636543516,-39.78496069999027,-38.58255981891433,-36.09142927722473,-33.697416139904604,-31.889249154487338,-30.7456360946813,-30.608265424600532,-31.905814351137945,-33.25063906635252,-33.71621440240751,-33.29661364725428,-33.41627462540949,-34.137381653369204,-34.9620207732047,-36.00705545650339,-37.13153391331752,-38.65609884138579,-40.51037220876144,-41.1186669047347,-39.02652517841136,-36.77470114882069,-35.15101708350567,-34.09773448489066,-34.176866916799426,-34.175674805390514,-33.7270412202781,-32.912114339467635,-32.73680316885169,-33.00864249673308,-33.258906992626585,-33.25814494004908,-32.34837869800367,-31.960947094126404,-31.916385646697385,-32.400690526443995,-33.4923226571113,-36.08145138940508,-38.02394862776884,-37.342130168688335,-36.58137782143665,-35.17060040681377,-33.91437192228504,-33.64093524104229,-34.05188816530873,-35.47341201991581,-36.568695382330525,-36.574945556251684,-36.048006576670126,-36.6826778363952,-36.92583988281544,-36.66747350220681,-35.79577153954041,-35.03448065573975,-34.24737726198584,-34.95740042801557,-37.47903328080197,-40.10226418179585,-41.92338933228072,-42.93476822012013,-41.835711014290844,-41.445968296443105,-42.164256608762,-42.43244096806216,-42.904717291721084,-43.018041514384365,-43.53933073953567,-44.26618900995803,-44.73851949641417,-44.33182237420643,-42.32756297635506,-39.80743996533349,-38.06491128803271,-37.245392703886736,-36.33315425427758,-36.07244214076972,-36.595148971087816,-37.84872750026205,-39.489745114918705,-40.077334491396556,-40.514497994752,-41.07658389633005,-40.611089421032204,-38.97591664588741,-38.25193201616428,-38.70560212711506,-38.870357558953316,-39.10368747959814,-38.66573140500283,-37.78312467247072,-36.619058322665154,-34.88510141474145,-33.37480588631634,-32.38932014606569,-31.753742405214513,-31.663539120944545,-31.04127353407778,-30.284412593916887,-31.80289041165877,-34.4817355823593,-35.498538014766275,-35.315415443011744,-35.48341124479786,-35.528199227244414,-36.0060535986668,-37.74578064539837,-38.180844911525085,-37.802562707970495,-37.70231377353043,-37.21855141528918,-36.89590131141079,-37.11200621172968,-37.617347415068366,-38.28557584613936,-38.75964726117604,-39.580231800181814,-39.22144795976546,-37.5831960944735,-36.461100211759025,-36.4955731134439,-36.57429553169928,-36.94334171352517,-35.860764857664265,-38.18035965355664,-44.43278342180225,-38.03116007542356,-33.07442601898631,-30.83790823177243,-30.93270949991151,-34.051785486033,-35.48108290548219,-35.56370641564572,-34.46020926740659,-32.969564501394245,-31.75350582292309,-33.45761555683898,-36.850146826880994,-39.15185092127281,-40.31876154712573,-39.130404734087904,-36.8716168302552,-35.347695241119524,-34.3087329367977,-33.223949841190326,-33.83373947826952,-36.073491933729265,-36.98103006629627,-36.633158538897106,-35.45234714796374,-34.16860631074796,-32.50693350326495,-30.836316067259112,-30.95635917280577,-33.466880417754446,-32.95949491345299,-33.41497552731903,-35.44153327462874,-36.719748067078854,-37.30708117679623,-35.98990009976736,-34.64145342922691,-33.48026606013637,-32.39532069857215,-33.205835681216605,-34.56302992742153,-35.1333989098468,-36.301758326086016,-37.57779275438519,-36.7464466555399,-34.407521063701914,-32.18685195974606,-30.645060262575573,-29.791479262103245,-29.097277286534908,-29.4936921646375,-31.19787802719229,-33.167478198559564,-34.656970165415444,-35.18860927696176,-34.73856838482477,-33.27318074985342,-31.91196957723294,-30.959902721574124,-30.33768744073648,-30.793506119211912,-31.81223236731856,-32.793192557411395,-33.14411904699354,-33.678255102223126,-34.02820051612402,-33.718649914899466,-33.91036787962382,-34.17127268092945,-32.93912533168558,-31.55502737021061,-32.15690924202711,-33.52400684732085,-34.342714570864466,-34.51802069309485,-34.520803304075315,-35.06486319511452,-36.28648320398114,-38.00066335346565,-38.7724825010436,-39.49747526739594,-38.82391641559019,-37.1045214308207,-35.382345611472196,-33.59188323608693,-33.39948722664379,-32.92625352761213,-33.14982336935532,-34.683876170441756,-36.383660473997395,-38.37580128675023,-38.858526646904444,-38.27928048929339,-36.79631769784082,-34.1124818825103,-32.29474508290984,-31.803148697911762,-32.63421195957806,-35.189160186408564,-36.10420065956391,-36.06809730899207,-36.389896331251165,-35.56688036900828,-34.649260401485215,-34.337363286969065,-34.53764811216226,-35.80902317821211,-36.7854693771961,-39.35535873255274,-38.58408789305969,-38.65094830056622,-35.19286354403265,-38.160133876342165"
