key,time_index,window
epctl11_w_win_1_AF3Ref,7500,"4.643680215899854,18.759605433806463,16.92244767645465,15.614802175440479,17.805472832929834,12.368226725944115,10.699985490186208,17.4191496571131,21.31572799959655,14.707780442373418,17.25302853104898,18.265088368352863,14.846507782786409,14.631244761245656,13.461645646152991,10.568378177706006,13.940188576689376,19.043827600781132,16.39496079124042,12.713743360405001,12.428820516318709,12.196857323458202,14.916510691235793,14.815463215746384,12.269170579263882,11.242571569541624,12.18871619117862,13.62908047026327,15.926826404117945,13.431470424065244,10.390528144133066,14.358277097372476,11.82770471900979,14.40044049215243,15.500572060936596,14.517317419450597,13.480796216420696,14.697040159720721,16.360999009471005,11.787253950069804,12.660142026447838,12.380408902226943,11.528624422502592,13.704964005228991,15.538084650119929,13.455273271253429,11.88624971296475,13.381263594436323,13.754595971225605,14.377917497436593,14.998434503819572,15.650186365576976,13.895603798433399,14.176864349402704,12.191955267488536,14.161227535250866,18.56087234996652,17.260914529587055,15.292064964373463,13.683900278396573,11.822571537980144,8.831897986407306,10.132243271646443,10.251656727595728,5.912402333343658,8.237471373143828,9.659694387997842,9.517163506090077,13.662362786700715,7.162780882948718,5.593487857710177,8.30324234509926,7.26462969063821,11.384346319836052,11.334191750391438,9.126181692967991,13.124337923871238,14.72491162567129,16.05430537370873,11.638064156953176,8.453141396824018,7.728609722341273,3.2169005998840734,1.6567324662996439,5.27292080002089,2.411396109609442,3.3909774984097663,1.5637043449580625,-0.23341156605051908,0.29271260521445663,0.6219565793442049,4.88599256679018,8.920547519103266,10.192060574543447,10.395694622915201,10.697497884897658,9.192115276442397,3.3300657162721614,4.8834817570255025,11.669511052777002,10.52946251945435,10.7289418545348,8.092269201837583,3.0467588993249004,5.010002243455925,1.7029913460725972,0.5610474713789823,1.6254684129521728,2.7098154236159586,2.580694777018026,4.775722863246914,5.790411804293292,3.874515492809067,7.692251355320109,8.353923859946137,9.217115946578026,8.870066916075066,6.8918335141615,6.299946855388874,6.77604990318023,11.113497730740352,11.51799541097985,9.213697227629112,9.588777657684641,10.189231404996429,9.932972065085465,8.017291331071224,4.6607031923046796,3.18598152090948,4.172441695963502,5.081670841746226,5.194588503153737,5.271013489979991,5.555545394533411,4.875833432378941,4.931024722364017,5.441390383486781,6.7780468898228055,4.921871925392803,6.664342279015261,8.122233131965718,7.135795497476502,8.321734843553793,6.701789239330215,5.993620536465131,8.316538962584822,6.704360984830377,5.54186656457324,6.827628124560945,8.267626784893402,6.992140328816348,4.2906294331318495,5.191176991433697,2.518707799147106,0.05944434691711299,2.8951884219896606,3.5125025512630486,5.186805420918762,3.775150537736112,3.711271389623057,6.349999436843764,3.927843980501564,5.114390587238507,4.769036710836651,4.199248650307999,2.212001339290503,0.0031799595929076535,3.4423293501943437,2.958859103245822,0.9589280107374583,0.2074826978264745,-0.10075419988615587,-1.2700556809876382,-4.202481888364869,-1.1941012288139576,1.3671902776684006,-0.056516608216522136,0.035202818800746875,-0.38317336973804683,0.8524661962173625,2.705922078936082,4.421692188416395,5.616394281273767,5.909534827498197,5.7586928731172575,5.114940602571112,5.854218765977742,5.534481540238738,3.776177229934521,3.5072820077669404,3.1430290688949083,2.631344689283662,1.1853957954641,1.9121950316990037,4.160959277311816,3.4403630662668285,3.8038830288860743,1.9782601529881016,0.33858500284001813,-0.2985810820805895,0.1217684264927755,1.4766433999332773,2.5214425630466764,3.724969599225349,4.613648465374288,7.0322761702687355,7.484700394005301,6.022437598674164,5.702847155833614,3.2994515193699545,2.9947517765725267,2.004249312392192,0.43383902597483265,0.7074776829160722,1.0354518145274387,2.4947379054320575,3.3584531147725625,2.1232930336033196,2.2143718250234397,4.731545411683149,3.7555558239906315,3.420662866554312,2.6487415084500543,2.991484597627559,3.67343085028461,2.149157568610733,2.265538122143547,2.9128895203242875,2.829089624061765,3.660378399056264,5.044666582514662,4.876029873130706,4.509457819065387,4.064854043785674,3.0860731989022745,3.71423379654933,2.5059851639698225,1.6677446588439713,0.9602359739011206,1.3371662593695155,5.164697771243034,4.655775282967846,4.8558183164779205,3.742582085311657,4.257244980111487,2.982065919135664,2.936327055678218,4.99017711864651,4.022454237027158,3.860617731731569,5.526630145062447,6.515246043531178,3.8037611005329017,4.027334601947384,5.491925920113002,3.890087295766335,3.2079993297002107,4.384593886186122,3.440992628582345,2.2099756786693585,2.4114937902419475,4.639232259665,3.1716765380886183,0.9206374275181747,6.2701663960818905,4.602721186692496,4.523289053812611,6.656191013605271,2.827856536224131,6.002226579099855,11.03879654349275,6.606927450532503,5.830358218470983,7.072040434847908,-0.3320171146487452,7.422744078133997,9.454430882206724,8.372366749417095,10.758766372000846,3.181961443603857,2.3595170853197547,10.571010123308426,9.708991273964978,-3.0107177014161115,3.5041500642401355,17.695787197958303,8.34631982062919,9.928164654494564,8.372644005115013,5.963909200836767,9.913817958799513,8.248895358287225,7.279816715987941,6.283300286031759,10.2704488416182,3.977667410516544,11.752489335684464,5.001664737458399,3.3829384101299365,7.317415869586866,-7.155680256022864,10.721806466818627,10.829539027005096,5.262617243595105,9.989767727118533,6.431423589816003,4.7906451610255925,8.864743856574421,-0.0248629856928046,-3.404988008406736,1.937103294687501,-2.7658636089718205,2.2080295677489583,7.344007708342136,10.866602555591374,3.5706398021721015,2.819638156337275,2.635010600057972,-12.708511831975414,9.584208210121076,10.913956617446381,3.3423123477297794,3.6914094469562535,9.541541609886927,16.498984670861304,2.660721072817577,2.1099792586496564,3.071478009255706,4.492419995139576,13.23969558744645,-1.3016488652189162,-5.412438278463417,-0.5153758362344774,-6.25923448696287,18.364109454998935,13.80476029536955,-2.7464604836273536,5.577967312860982,0.013843490834283309,-9.554784833439927,1.6931883428649512,11.676562882935384,10.152113781452336,-11.33819465455009,8.048565090409403,12.078560395415746,3.1701478743491234,12.147111452858352,8.689816142364187,-4.670930392334533,-3.3687747068225886,-5.308354223644861,-1.3205255939713576,15.0884544627098,-3.2408812971033836,-15.080489833758422,-0.9766160665530764,26.52633489710591,14.66185144329105,-2.6119432376215106,15.327273309016151,18.662502956794388,5.424060371829463,4.837161695671084,17.535232890162423,4.363864805107947,-18.04142875158374,-4.457983472682935,-24.453372806779072,-44.13604298866243,26.121243864181274,37.92946356625132,-11.181029657961332,16.931220787591585,31.65124767196043,8.953438016053244,-11.661733437373853,12.495868061706322,-52.40529427128266,-21.07272601320667,31.528726143657728,-0.8202013293417368,-6.344391598370837,-52.67053513398123,-6.226746039903311,2.200313144812339,-28.830901906638985,15.60257860737782,22.89530870293893,-2.289500140122425,-30.609129457275515,-37.907618725496235,-8.744702010013302,-31.511952374094363,-54.305933976282844,5.953953940459807,-5.277554282193252,3.773884430331227,-58.62515423495712,-2.5287564952980075"
epctl11_n1_win_1_AF3Ref,18870,"14.574028817333728,27.8482404341619,24.143056551032675,27.358235013908768,29.16089780531316,28.62835765292395,24.973239813815287,24.87996557317354,23.778044442031494,21.676774398912073,21.343363525364143,21.627244173196175,20.174676109547676,21.090046320849886,23.097672591091843,22.316219902090104,21.00394380058029,22.315471739028375,22.16978543541399,21.283956137746667,23.01719553624886,25.680152655784838,25.011307321105992,25.330038065439208,28.097090381736347,27.76100657042973,27.108948500362192,27.075533365801544,26.139710168553233,23.157949433698946,21.519770823485416,21.82835643072615,21.097134917837845,22.213643717976876,21.946313892902108,20.521801221893078,20.010312805357277,20.742017754661116,21.206484749488602,20.0531083626322,21.768230789563745,22.880991528981962,22.171772878688675,22.464271749814614,23.200295071122415,23.011116370275694,22.125228005817558,21.329349069214086,21.35910319336406,20.340142775083066,19.84552759208877,18.86801371512372,16.139733913633343,15.105128664160539,14.849396362974572,13.674442478897745,12.993387870299012,12.216843539946021,10.523929621246735,9.474681129980842,8.299382704873011,7.046434635112374,5.080641094153555,3.811100694262564,4.391443134010968,5.241908991635275,4.623182608493247,5.278846651046053,6.024617352538352,5.834335496711691,4.781687085390368,3.655916302548134,3.9525924949508173,3.321946548782512,2.7749579422528163,1.8927898670612875,1.5964779648936966,1.5757777111463216,0.002403685094809565,-3.272281565941092,-6.2587372322048695,-7.957315830450563,-9.308873798573135,-8.504791660228891,-7.980634302332392,-8.233175187281212,-7.527546811189163,-7.009787884927864,-6.463146358716395,-6.342526473279399,-6.771197786087246,-6.649443024819032,-7.713373300477787,-7.590447910290913,-8.285999472680649,-9.529111403416206,-10.451218794302672,-13.39197940956136,-15.903005023465766,-17.482874552712282,-19.051930203255537,-19.00536148862226,-19.113619628833828,-20.454754041741158,-20.848849488083726,-20.601521777355238,-19.57907238695607,-18.30075725522092,-18.745067500242985,-17.731065516805902,-15.892190711261525,-15.733082707096415,-15.905459831987496,-14.852754544858072,-13.395028157091955,-14.47745255906063,-16.403116885474102,-15.977235747280412,-16.140154005613358,-16.98263617823847,-17.31672016029687,-18.223367671450802,-18.313811101593892,-18.784614589590934,-18.798588900416686,-17.71777247364909,-16.671391187780618,-17.24030154945577,-17.016419288933644,-16.593881424801932,-16.36094507774649,-15.429514522207505,-15.775372819323405,-15.349343744711135,-13.643011811438678,-12.551367434622678,-9.754547242887387,-6.776387529911723,-3.7394972638708572,-1.7415953546050649,-1.8695977685114036,1.0590612685934668,3.043781532597512,4.2830252722155135,5.059701936315176,4.769781170394653,4.7653472079750205,5.455984624406095,6.007880833045629,5.696711669883256,4.1741875362978735,3.0621373782080883,3.559418136459739,3.296883089504275,2.9070210182636194,2.945287250872002,3.220471389745697,4.077941826626956,4.655286471859704,3.328047778946021,2.6764853087919502,2.3590717044406593,1.8301361132270133,1.449167898048067,1.3174351002566311,2.3374273610242677,4.021713657503453,4.965746426969145,4.771075780363144,4.222494392813156,4.336828630090791,4.309025799695701,4.668140772380234,6.269342319362572,6.054303910465979,5.817851397022743,4.107954631504672,1.8729874376743327,1.5471759389568511,-0.4391834819597175,-2.5221818620534266,-4.637699856511357,-5.486368263066297,-5.995011590829519,-4.754021709664191,-2.65160745152645,-0.20402070749020818,1.8850912611551467,2.4250962144363393,3.7732082177193638,4.155993535035675,3.2984346489405545,2.9625925493729772,3.8623319386876016,5.881800241415397,8.262050418256262,8.955098639168071,8.74257604689015,9.007971026052244,8.011203951129884,7.542087589532555,7.071937384272842,5.8626448510649665,6.058115688448191,6.635986093365243,6.836386563886157,6.480960194204257,5.615312224422403,4.54216945902084,3.9750011752420247,3.67413757692447,3.4159228234800714,4.486940117859816,6.179915172986625,7.11907474636415,7.2638641796099925,7.950097773369773,7.6414815589037675,7.285173248801985,6.642416670313262,6.2061976853627225,6.65092998765946,6.5019568639978145,6.408456053885645,7.245292679038933,6.235757879815633,5.798680421688862,5.686068584752731,4.916828157354003,5.884858638198581,6.3009718025526125,6.313736119647707,6.881122774498213,7.7511940458417525,9.023059152701373,10.422161144306218,11.990789566595485,13.900029578870079,16.68736951690297,19.83545764881077,21.284244138954946,21.893085542961696,20.573259414040752,18.826454358821685,17.96299134327868,17.607742585343118,18.20164769494493,19.297000634984837,19.78727851187132,19.48916816466938,19.803209442727205,19.2990385407741,18.53860027915143,17.34838260956789,15.41804302916874,14.560301179144398,15.484056865219923,15.976354531336007,16.928355522361816,18.04998189707633,18.951834444011915,19.949351047411238,22.442861666937628,23.906918832453613,24.68656457549122,24.938846513361028,25.431447705668287,26.244213311978115,26.131263795470907,24.18354037595295,21.91898128919131,22.369166430672752,22.080813945756717,20.250062223403194,17.889865253119414,16.208862682353164,16.376988098583006,16.63816311958653,16.143220637725502,16.44439295158503,16.045130884166202,15.24407715853034,14.731035439361737,14.651482710450448,14.085181908548025,13.60376305720018,13.174613866389024,14.314682950731317,15.703249469199648,16.685902209558733,17.71919810995472,17.73080474907248,18.119178972257714,18.823400186725316,19.03325557483952,18.732252187339842,18.117469029890547,17.14842085655574,18.278723189536098,18.82676371600695,18.79633837640887,18.04446589987911,18.066037708298666,17.48842721559779,16.19410984165365,16.018836043207667,16.839878109430312,17.70356075370398,16.207666331882674,16.519136020058717,18.400110278460108,19.151616767822727,18.73130484988529,18.458003144337933,18.97399257027815,19.679390759147044,20.98965991184189,22.380458653051235,22.5956394318134,20.464984570569708,19.43082678865952,18.934829458324657,17.580814577204578,16.784933999406967,16.518602360069945,16.583140107242425,17.00569830372869,17.637464792642607,18.999021524030255,17.639619856745316,15.482670846334493,15.120014550021802,15.45671871928056,14.377712848915547,13.355419195035603,14.53318584014005,16.381486152783417,18.915756538407962,19.55215704989158,19.072533137736016,17.4525735710233,17.058886137630136,18.008755313550235,16.97916293156905,16.92647155474247,17.335110965249505,18.414726857020206,19.819945699816056,20.08879090289463,18.76157682277328,15.996350771100344,14.738178778123403,14.651397703658334,15.305925017215287,16.813968800035504,16.19165539954676,15.55638466330512,15.98720964395831,16.27529884590623,15.467628075795282,14.62274185211357,14.280061849311402,15.445783002575016,17.64172847258669,17.090049359650585,15.008820016503694,14.628534646207038,13.41531638197915,13.603178371570083,14.716739239911169,14.508306994481131,14.470337469806632,14.06609615241443,15.067500007230858,16.160745518902708,16.628004485445746,17.429215111256486,17.489932665520257,19.05053901848765,19.6903873296701,18.814658199507903,18.656062040957917,17.947351187359235,16.466216515895468,15.937402079101798,16.062310980780005,15.804200827082882,15.34038975482885,14.7303339053252,12.371473259053968,10.064452748346913,9.148736457175765,9.223414230799238,10.617796849935775,12.627025288818889,15.572910379396665,16.795374138358646,18.76378417626781,16.833005745451796,18.379253348260278"
epctl11_w_win_1_F11,7500,"20.350797270422053,45.5903091334505,41.09321691680569,39.873024251868664,42.973234107077616,35.25105008215,30.74370417208246,41.07311667129357,43.67742354149775,35.27670992209221,41.97594213588806,42.644020987367334,40.351999428887346,40.060713637184925,37.56520119116878,34.92535155595465,45.327992374083415,49.06563951256733,45.12255853304876,45.0554675566661,45.332480172224074,43.424736688935035,49.6285710664528,53.82635353633449,46.95032305320913,45.724678512084985,49.08689298833872,46.40196841537928,45.64927583048125,45.453371901252304,43.049600275659884,49.45115384412504,47.387909909473436,51.251960315692784,52.531720874412805,52.69551184500266,51.69990721612362,53.78257260244287,56.44503814714934,51.69280976371406,51.00486882218424,50.468382933680644,48.111675533625494,52.681991875937356,58.69532198604895,55.0485235121208,54.1226249603313,55.20074383744965,55.6556572998908,58.66778926926483,58.500169147220895,56.93258153082077,54.721092658610544,55.8321881217524,51.306427430286064,55.90591380157058,64.42851180556698,59.77548793144708,53.92073218781404,54.607313479047484,54.834863986497886,51.70930699689003,54.66807932637285,54.36993700990087,49.41999719606153,51.615818075449965,50.9739474046165,52.45176129840888,54.89353264143913,43.792815517708696,44.06722294901574,47.303949552899695,48.853181808640905,51.03424504000744,49.386875238709365,49.58170591015634,47.290136020443974,44.55529099329299,47.43659831566327,43.82345585003333,39.5487740671525,38.27028692172634,34.49625033925512,34.74771458239533,40.079913943288,38.13289228569801,39.79846076167806,34.78292494891235,31.165827071137294,31.172362756127843,33.40049922632883,37.79507838203202,38.73879273904742,44.144919224671156,41.714895014230976,39.77314833596371,40.41130299519608,30.500914563348196,29.861779376676022,35.489792250132616,35.10216499492394,40.369610789729116,37.5800281060667,32.719932510783664,37.42901515561824,35.999769272874175,35.491261269780495,37.88880823086488,39.25381224065175,36.4550776712862,37.69922426506201,37.08003613781826,37.73184059765958,39.182579591226684,41.40355101633455,41.473959798448824,36.32440305634364,33.15034876225034,35.0636588610453,35.61247113030127,43.88824812681429,47.03452113567765,45.95949608863755,46.551672926758705,46.20600423147246,51.080987592414175,51.08220278334398,45.406629519973094,43.819047656306836,43.10496532990695,37.52801952191959,31.65100040785826,30.25768751775715,32.38275579748002,31.55682601403143,28.335093969447854,34.33267501023063,41.00025896814855,39.774142082528414,43.854210651343784,48.627110220827824,44.46243548488693,44.71545712043591,44.21654758718481,39.19418656706152,41.905316832619654,39.022160490373025,35.44395273351801,35.99921811622054,36.19581983592425,34.11903208003496,33.62436071297887,36.025428872576,34.65427081746474,36.22852392849946,42.42659467779367,44.2811175993689,50.267534990362044,45.10430906334194,46.000673011864315,50.62926667664142,44.52324668476081,45.57890359698255,41.20017029641973,41.012656598948496,38.641277366980965,36.06881375105912,43.981600653053384,42.10403798314431,41.8335494469879,43.67819154690317,42.29753630182052,39.22094476190679,37.344423748543356,39.23389414593563,40.534652440640414,38.85143053462459,36.10617730143245,34.8039194363207,36.962383093803496,37.687087755290456,39.415940797865886,39.337859770864064,37.983038386525934,39.10347665715417,38.953608122729,41.949688809899946,44.75244652163873,43.315093250144294,43.899301784354954,44.168259992601236,41.29883272835485,38.01857449996715,37.668091835001164,38.02117979712758,36.76176757929514,35.705992359909985,33.39464936257786,31.54206885132413,30.71911632600682,31.04044249126079,34.451591330179944,39.48544041777083,41.35547942407937,40.50239353683008,40.40696487903774,40.18008426989769,37.24481807049644,37.578418012641286,35.695300849716105,34.859984741428214,32.96303976103036,31.77521481602974,33.00521514958419,34.086747475071064,35.50155098724501,36.293264027064154,37.037668423194084,34.86528131828272,35.27481665344781,32.28630956233687,31.47974417298449,30.99633367019582,30.238701302082355,31.40901414131479,30.600963372784644,27.60575106424866,25.55972609802077,24.484047549443268,21.603835188210162,21.575470442574677,21.59102299768145,19.415557719644415,19.346310181768796,21.24786081450624,22.834555177639327,18.82474424712228,19.207760668038166,19.593134182224563,19.873871186477658,22.21692075161702,20.6208878375289,22.570161663531643,22.82760144153523,22.328828229527225,19.336169399244845,20.095178817886083,20.16756714324201,15.002934697392778,16.06154287779484,20.179524154103895,19.023444795019994,15.259828162243863,15.348598992816203,20.577149545491963,19.047117290220978,17.550291100478056,20.852954030687382,16.52509166000131,14.86406885159542,15.346974162358006,20.084688907321407,16.790378297410033,13.671934846561998,17.27392621532661,14.111059131617726,15.151000683904575,14.203795180743432,12.994135718882598,16.161098207526802,20.76042456241919,15.505396674695662,16.906149317503704,17.17891534383394,9.048894140575047,21.10588592681781,17.55622722965398,20.7211571631027,25.80356301177441,13.985395620088847,11.421589604504199,22.813157280693957,17.390670235782864,-6.739313929252245,5.282126358598965,21.774315714542954,16.962544752506734,21.59730426068355,12.508424478521194,11.971168873023052,15.962852332287827,13.925918412767773,13.898630424966298,5.509626786151992,18.138216930395348,12.469082429445328,17.86601207241165,2.6062525534903087,8.108693745897781,13.701900489247226,-9.06741463672039,10.785334056074587,16.02431490073237,18.442485849727664,22.117419448476475,16.0780204974419,14.127891178559416,10.045100961159894,10.483640752166218,-2.2071871108327397,0.25315300741197694,-1.495577908187238,9.594887017091793,12.981456512848341,14.25468424816635,4.246538972164732,6.08972073597091,8.933503290511858,-13.433676882824438,6.905361679436124,13.197321874378801,-3.1714293154201596,1.118302759801081,21.13536797399345,20.98467807582157,1.4731966820879894,4.902253320478215,13.299977674210407,1.2014457817168958,18.87692439782181,3.430168915263334,-5.728730282999687,0.6148509330832116,-4.727824968401141,23.92554355279298,18.165113154811344,0.19492177315336198,12.214591296885821,-0.5873587164670537,-14.10394527802733,5.760047041274242,20.66449510039398,12.537135171111077,-15.468338792753164,18.130235665617263,16.15197758577233,2.7670681319777,17.052599309397355,19.03653188265355,4.0307543654523865,-4.243488224737627,-5.165862361067631,4.032359233904738,19.37797355510095,-9.84013880282354,-23.535883458672874,4.217078302920413,39.043059979019915,33.532480857489425,-4.341493408730598,26.224796829706364,37.814785126367845,11.63173746265368,12.153909690414533,30.205753406910343,3.051466818357207,-32.09659245733452,3.766692500830416,-19.284292475831464,-34.8244576980408,38.40776134222485,49.9345648853179,7.955198313907969,36.83763576397428,48.044377331384844,22.78469975917978,4.101190643903895,28.78047886432718,-67.33384031698593,-14.639666006101347,72.74839957422924,1.1765972953281136,7.155009125451906,-28.774759713515948,3.891551698949697,30.463810823016843,-23.603702991449197,32.28727032113872,82.61372530931683,38.13160400014458,-48.84930491344163,-36.779462472803196,23.847637818849556,8.18625826970483,-22.175659874001227,44.173334307383286,51.94390712174349,3.275520116793439,-31.47512007003635,-7.755704995771187"
epctl11_n1_win_1_F11,18870,"-8.268173975588361,-14.37853584645829,-15.31879584246241,-15.065817294175122,-11.727199495858617,-10.143377359169815,-12.830068119591871,-11.605818933258794,-14.671352546283616,-15.299270838742677,-13.391951662903123,-14.787882732831177,-17.59104449528121,-19.039368269940457,-20.38286195639831,-23.184608764650477,-23.070484978530033,-21.05109098083071,-24.08925125162074,-21.253334464627958,-17.45929022161143,-15.732837746123396,-16.910082368362502,-15.33706433706773,-11.685656509593192,-13.26871222249597,-12.187349275777123,-13.958860510381628,-15.295388143112875,-15.687661466486457,-15.044832305639124,-13.14209556255766,-12.24037788289112,-10.315175032031142,-11.381547783097343,-11.138233106113738,-12.299924782911807,-12.306601360779277,-10.697266134497905,-8.935011866029834,-7.9570414513230645,-8.055772899400491,-12.225876106764106,-11.8459682198128,-12.196240944275349,-13.664177906329957,-11.210126054675403,-13.364583909357146,-13.591493569206468,-13.921534686596692,-13.560362043149203,-14.540262196831312,-15.205610851582277,-13.876362094177768,-16.051196403054462,-18.009991339420196,-17.971119775044826,-17.931691818474903,-20.042307488306342,-22.52176994237507,-21.878112914502726,-22.99996725970127,-26.218326950657374,-28.83683766268119,-28.420337185759852,-28.602275761851136,-28.138359635603887,-24.982418414196605,-22.17511557494925,-19.59424803976692,-19.4258364576441,-18.874336173267956,-17.681405475556062,-15.181215516848296,-13.293445859282857,-14.758052313126287,-13.183155970887466,-12.129211759915375,-12.319656609542037,-13.386919847584489,-15.539851773341551,-16.99685215690277,-18.47048904198754,-17.039736036257587,-14.490171331326257,-15.352307396329996,-14.276826954440757,-11.767479445223174,-12.463348578310901,-7.504479307343278,-2.387638509241796,1.0115023274391743,3.7166002631662014,8.44663670736063,10.618441484046876,9.937302540393473,9.401601011679523,5.316854206393451,2.2571018717058573,-0.33073177910540114,-2.021304931631137,-1.9666622032470538,-4.244166162211879,-8.005638676751595,-7.471982572879037,-5.0553890316177705,-3.8507143744497405,-2.7457628246498627,-2.2240281153568646,2.968470429841801,6.985653840510145,7.52981754116298,8.016052672782477,12.38431173760359,14.805087247750707,13.607928885596088,9.825140876264946,12.953938012649274,13.04442153868729,10.72618956507466,10.463468700242878,9.379698833095155,7.519959569167071,3.8713917957309247,0.8623220059572388,2.889334409984961,1.5365898632306727,-2.7130898117361464,0.610920195892149,1.6689535812580145,1.9802149134957792,3.772138644363316,5.921410792199976,6.710942796606232,6.604303538195369,8.307049188170359,13.880024837611575,16.479281713406113,19.272501290296074,18.722233843323743,16.448334441750347,18.644920624994995,17.288129995123608,16.16687060603822,13.728938681989677,11.888442598574386,11.350843506106504,7.595055608853725,7.559684553048841,6.012435443796505,2.840154432681513,1.903482564669523,2.9307879452693797,2.658107781830704,2.5971278522887205,4.3127072203985914,4.026645895295561,8.893031432017764,10.998665038434817,8.81514757498359,9.792750057162507,8.420569045395533,7.562122754284322,6.95224832137798,3.9678531579320455,1.787037222367708,0.3054201895317153,-2.8442487177207156,-5.734334826726613,-9.298471999427685,-8.604117165460968,-9.54577315638589,-10.813582755615126,-7.422680070033877,-4.877767386268029,-4.849802067865621,-5.7286046224951175,-8.16978240067868,-8.228509068524177,-9.067441397151592,-13.30433397483646,-16.16102477843901,-14.74884593915399,-18.501232282090445,-16.715039742126322,-14.057491717935282,-12.374630685709334,-7.029749988756109,-4.822220976358405,-2.8042933014259392,-2.304677834526428,-1.807077385903507,-3.1164098749844618,-3.115020906565583,-3.9847776787319593,-1.0710439435531378,1.6488206247319148,-1.2921569748366408,-2.301197981319006,-4.311332687236054,-4.793633028363835,-4.373759837387034,-3.6036727218232247,-1.4930955487945272,-0.2667675959260678,-1.5332254576921058,-2.2753007923237356,-0.17226904705312054,-0.7410376703553329,-0.7291090387788026,-1.231069327722927,-2.5867635213803726,-3.5865538719517636,-4.522371793725309,-5.482847327245492,-8.227987390637173,-8.732501172339175,-8.189447574013489,-9.84853681060597,-9.03300615225566,-10.150218555238725,-11.054276252489895,-10.824022081699844,-10.389896734511439,-9.796489995834037,-9.497686766459212,-6.754329647571638,-8.993991881526728,-8.541410466723237,-9.242858194947987,-9.817456426625787,-11.23899399568735,-10.948417143843558,-8.023446607977876,-5.430930650441122,-5.805934544499035,-6.942873058604661,-5.399348281793802,-3.3742556881278256,-1.2072850637572357,1.164781608531082,2.2304547209903136,1.8869435253426974,0.40683930532718987,1.507942196197003,3.1314425434945874,2.6587654320644085,6.646780802570456,6.683262679839291,4.867681837691731,4.784067993999506,6.208013067718602,6.474520657301924,3.3726910289674312,-1.5357988054743674,-1.5955849736493695,1.8187449484441927,0.9881799206350901,1.5095572003631936,0.830667344706772,-0.22321099685964035,-0.5534365204928186,0.8504703051600636,2.127061073057203,4.627374568204925,5.762084166153472,6.525309261215745,10.201811998773486,10.626340526399193,9.489977331850156,7.5787770528877,5.570378017103329,5.6117546913630205,2.7260238184127847,-0.5468400306460923,-1.726536002678046,-0.9337845947196425,-0.9405743351782997,-1.2582412645331051,-1.1097498995039274,-1.952188940503513,1.1344076674268244,2.7505595756548855,2.835387259196386,1.7804171707509653,-2.301517682454202,-3.0142176996155388,-0.04661620910170197,-3.7454081216547697,-4.640704335528882,-4.186527039617079,-3.1395293191708897,-1.6960275066330492,0.8836025573845417,3.153578391547343,2.9993558768058297,3.73394783296506,3.9109765361463227,3.103642129069273,4.64664724565031,2.0277282528479157,-0.38072068583223584,1.9902904138967543,0.557741650777345,-2.6282236090249427,-1.04224232833831,-1.1932093210341082,-0.8071853935114841,-1.1400119338569616,0.27395082162974904,2.739094874273011,3.4430740125605,2.1283653238563045,4.831418005984872,6.868319615882524,9.148001655193623,9.5244128752015,8.6340709174152,9.479258885369099,7.516729912731842,7.8293118532446595,9.07955579247481,7.229158392841722,8.328526970133163,7.8278148149628946,7.281457677319367,8.588086312032491,9.088845365893727,10.791268335371651,8.367696549628805,8.10876532491356,7.699911448747579,7.823597365161339,8.715076920547588,7.445116986254627,9.181147003455118,9.754731578853189,8.022858088806645,8.323925420738448,9.18083468163936,8.3385160925652,7.867839907768182,10.152739540231808,9.79258285999543,10.189594307135316,11.016375474738888,16.320054853537926,17.85448965060849,18.47757447823632,17.27012808646076,16.21661130588901,16.426104745631243,14.824502954709532,15.9252922842481,17.494219905225577,17.034096288863548,16.17011081177123,15.901368847736514,15.41265550911517,13.840268601644066,13.517112615833494,12.762810806478635,15.012067867972739,16.200528360938492,14.28656227015913,13.195920833035204,14.656273849703005,15.810943670602844,16.73332217711885,16.426082655054536,14.808574913664094,15.053953574982593,14.052691093663023,15.016437160783525,16.88123433068047,16.60489301970575,18.98137360875428,17.95985943087149,16.858820660661753,17.15828502324059,15.954417064775413,16.93786518150159,17.076552135281272,15.752010715280461,16.603520919630604,15.65139611550588,14.660976273399324,12.181455190789583,9.488894602174199,6.113837775129731,3.0797005707503513,2.479030551666789,2.98071545177018,4.24463662492272,9.703666823919571,15.418076078768399,17.149836659467937,17.5432469158682,15.158516916695271,13.176118785424842"
